Source.Name	Characteristics.Subject.ID.	Characteristics.Strain.	Characteristics.Organism.	Term.Source.REF	Term.Accession.Number	Characteristics.Sex.	Factor.Value.Age.	Characteristics.AgeUnit.	Term.Source.REF.1	Term.Accession.Number.1	Characteristics.Organ.	Term.Source.REF.2	Term.Accession.Number.2	Characteristics.Tissue.	Term.Source.REF.3	Term.Accession.Number.3	Characteristics.Cell.	Term.Source.REF.4	Term.Accession.Number.4	Characteristics.Assay.Type.	Characteristics.Biological.Replicate.	Characteristics.Technical.Replicate.	Factor.Value.Compound.	Term.Source.REF.5	Term.Accession.Number.5	Characteristics.StdInChIKey.	Comment.chEMBL.ID.	Characteristics.Eniantiomer.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Term.Source.REF.6	Term.Accession.Number.6	Factor.Value.Dose.Duration.	Characteristics.Dose.DurationUnit.	Term.Source.REF.7	Term.Accession.Number.7	Factor.Value.Dose.Frequency.	Characteristics.Vehicle.	Characteristics.Route.	Term.Source.REF.8	Term.Accession.Number.8	Factor.Value.Sample.TimePoint.	Characteristics.Sample.TimePointUnit.	Term.Source.REF.9	Term.Accession.Number.9	Characteristics.Treatment.Group.	Protocol.REF	Sample.Name
allyl alcohol_1_30_2	101008	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	allyl alcohol	CHEBI	16605	XXROGKLTLUQVRX-UHFFFAOYSA-N	CHEMBL234926	NA	NA	FALSE	control_1	30	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	allyl alcohol_1_30_2
allyl alcohol_1_30_3	101027	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	allyl alcohol	CHEBI	16605	XXROGKLTLUQVRX-UHFFFAOYSA-N	CHEMBL234926	NA	NA	FALSE	control_1	30	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	allyl alcohol_1_30_3
allyl alcohol_1_30_1	93332	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	allyl alcohol	CHEBI	16605	XXROGKLTLUQVRX-UHFFFAOYSA-N	CHEMBL234926	NA	NA	FALSE	control_1	30	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	allyl alcohol_1_30_1
allyl alcohol_1_30_2	93371	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	allyl alcohol	CHEBI	16605	XXROGKLTLUQVRX-UHFFFAOYSA-N	CHEMBL234926	NA	NA	FALSE	control_1	30	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	allyl alcohol_1_30_2
allyl alcohol_1_30_3	93401	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	allyl alcohol	CHEBI	16605	XXROGKLTLUQVRX-UHFFFAOYSA-N	CHEMBL234926	NA	NA	FALSE	control_1	30	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	allyl alcohol_1_30_3
allyl alcohol_1_40_1	100988	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	allyl alcohol	CHEBI	16605	XXROGKLTLUQVRX-UHFFFAOYSA-N	CHEMBL234926	NA	NA	FALSE	control_1	40	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	allyl alcohol_1_40_1
allyl alcohol_1_40_2	101007	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	allyl alcohol	CHEBI	16605	XXROGKLTLUQVRX-UHFFFAOYSA-N	CHEMBL234926	NA	NA	FALSE	control_1	40	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	allyl alcohol_1_40_2
allyl alcohol_1_40_3	101026	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	allyl alcohol	CHEBI	16605	XXROGKLTLUQVRX-UHFFFAOYSA-N	CHEMBL234926	NA	NA	FALSE	control_1	40	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	allyl alcohol_1_40_3
amantadine_0.67_1500_1	93318	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	amantadine	CHEBI	2618	DKNWSYNQZKUICI-UHFFFAOYSA-N	CHEMBL660	NA	NA	FALSE	control_0.67	1500	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amantadine_0.67_1500_1
amantadine_0.67_1500_2	93414	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	amantadine	CHEBI	2618	DKNWSYNQZKUICI-UHFFFAOYSA-N	CHEMBL660	NA	NA	FALSE	control_0.67	1500	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amantadine_0.67_1500_2
amantadine_0.67_1500_3	93501	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	amantadine	CHEBI	2618	DKNWSYNQZKUICI-UHFFFAOYSA-N	CHEMBL660	NA	NA	FALSE	control_0.67	1500	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amantadine_0.67_1500_3
amantadine_1_1500_1	93298	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	amantadine	CHEBI	2618	DKNWSYNQZKUICI-UHFFFAOYSA-N	CHEMBL660	NA	NA	FALSE	control_1	1500	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amantadine_1_1500_1
amantadine_1_1500_2	93449	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	amantadine	CHEBI	2618	DKNWSYNQZKUICI-UHFFFAOYSA-N	CHEMBL660	NA	NA	FALSE	control_1	1500	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amantadine_1_1500_2
amantadine_1_1500_3	93493	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	amantadine	CHEBI	2618	DKNWSYNQZKUICI-UHFFFAOYSA-N	CHEMBL660	NA	NA	FALSE	control_1	1500	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amantadine_1_1500_3
amineptine_0.67_1667_1	93377	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	amineptine	CHEBI	32499	ONNOFKFOZAJDHT-UHFFFAOYSA-N	CHEMBL418995	NA	NA	FALSE	control_0.67	1667	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amineptine_0.67_1667_1
amineptine_0.67_1667_2	93402	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	amineptine	CHEBI	32499	ONNOFKFOZAJDHT-UHFFFAOYSA-N	CHEMBL418995	NA	NA	FALSE	control_0.67	1667	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amineptine_0.67_1667_2
amineptine_0.67_1667_3	93476	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	amineptine	CHEBI	32499	ONNOFKFOZAJDHT-UHFFFAOYSA-N	CHEMBL418995	NA	NA	FALSE	control_0.67	1667	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amineptine_0.67_1667_3
amineptine_1_1667_1	93343	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	amineptine	CHEBI	32499	ONNOFKFOZAJDHT-UHFFFAOYSA-N	CHEMBL418995	NA	NA	FALSE	control_1	1667	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amineptine_1_1667_1
amineptine_1_1667_2	93453	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	amineptine	CHEBI	32499	ONNOFKFOZAJDHT-UHFFFAOYSA-N	CHEMBL418995	NA	NA	FALSE	control_1	1667	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amineptine_1_1667_2
amineptine_1_1667_3	93465	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	amineptine	CHEBI	32499	ONNOFKFOZAJDHT-UHFFFAOYSA-N	CHEMBL418995	NA	NA	FALSE	control_1	1667	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amineptine_1_1667_3
amiodarone_0.67_37.04_1	93550	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	amiodarone	CHEBI	2663	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	CHEMBL633	NA	NA	FALSE	control_0.67	37.04	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amiodarone_0.67_37.04_1
amiodarone_0.67_37.04_2	93627	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	amiodarone	CHEBI	2663	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	CHEMBL633	NA	NA	FALSE	control_0.67	37.04	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amiodarone_0.67_37.04_2
amiodarone_0.67_37.04_3	93689	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	amiodarone	CHEBI	2663	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	CHEMBL633	NA	NA	FALSE	control_0.67	37.04	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amiodarone_0.67_37.04_3
amiodarone_1_37.04_1	93658	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	amiodarone	CHEBI	2663	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	CHEMBL633	NA	NA	FALSE	control_1	37.04	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amiodarone_1_37.04_1
amiodarone_1_37.04_2	93690	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	amiodarone	CHEBI	2663	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	CHEMBL633	NA	NA	FALSE	control_1	37.04	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amiodarone_1_37.04_2
amiodarone_1_37.04_3	93766	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	amiodarone	CHEBI	2663	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	CHEMBL633	NA	NA	FALSE	control_1	37.04	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amiodarone_1_37.04_3
amitriptyline_0.67_72_1	93011	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	amitriptyline	CHEBI	2666	KRMDCWKBEZIMAB-UHFFFAOYSA-N	CHEMBL629	NA	NA	FALSE	control_0.67	72	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amitriptyline_0.67_72_1
amitriptyline_0.67_72_2	93088	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	amitriptyline	CHEBI	2666	KRMDCWKBEZIMAB-UHFFFAOYSA-N	CHEMBL629	NA	NA	FALSE	control_0.67	72	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amitriptyline_0.67_72_2
amitriptyline_0.67_72_3	93846	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	amitriptyline	CHEBI	2666	KRMDCWKBEZIMAB-UHFFFAOYSA-N	CHEMBL629	NA	NA	FALSE	control_0.67	72	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amitriptyline_0.67_72_3
amitriptyline_1_72_1	93023	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	amitriptyline	CHEBI	2666	KRMDCWKBEZIMAB-UHFFFAOYSA-N	CHEMBL629	NA	NA	FALSE	control_1	72	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amitriptyline_1_72_1
amitriptyline_1_72_2	93233	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	amitriptyline	CHEBI	2666	KRMDCWKBEZIMAB-UHFFFAOYSA-N	CHEMBL629	NA	NA	FALSE	control_1	72	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amitriptyline_1_72_2
amitriptyline_1_72_3	93563	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	amitriptyline	CHEBI	2666	KRMDCWKBEZIMAB-UHFFFAOYSA-N	CHEMBL629	NA	NA	FALSE	control_1	72	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	amitriptyline_1_72_3
antimycin a_0.67_0.03_1	93362	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	antimycin A	CHEBI	22584	FHVXNPRYXLUHOQ-MZTIHRCLSA-N	CHEMBL1231114	NA	NA	FALSE	control_0.67	0.03	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	antimycin a_0.67_0.03_1
antimycin a_0.67_0.03_2	93411	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	antimycin A	CHEBI	22584	FHVXNPRYXLUHOQ-MZTIHRCLSA-N	CHEMBL1231114	NA	NA	FALSE	control_0.67	0.03	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	antimycin a_0.67_0.03_2
antimycin a_0.67_0.03_3	93503	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	antimycin A	CHEBI	22584	FHVXNPRYXLUHOQ-MZTIHRCLSA-N	CHEMBL1231114	NA	NA	FALSE	control_0.67	0.03	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	antimycin a_0.67_0.03_3
antimycin a_1_0.03_1	93387	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	antimycin A	CHEBI	22584	FHVXNPRYXLUHOQ-MZTIHRCLSA-N	CHEMBL1231114	NA	NA	FALSE	control_1	0.03	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	antimycin a_1_0.03_1
antimycin a_1_0.03_2	93435	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	antimycin A	CHEBI	22584	FHVXNPRYXLUHOQ-MZTIHRCLSA-N	CHEMBL1231114	NA	NA	FALSE	control_1	0.03	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	antimycin a_1_0.03_2
antimycin a_1_0.03_3	93472	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	antimycin A	CHEBI	22584	FHVXNPRYXLUHOQ-MZTIHRCLSA-N	CHEMBL1231114	NA	NA	FALSE	control_1	0.03	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	antimycin a_1_0.03_3
atorvastatin_0.67_250_1	93621	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	atorvastatin	CHEBI	39548	XUKUURHRXDUEBC-KAYWLYCHSA-N	CHEMBL1487	NA	NA	FALSE	control_0.67	250	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	atorvastatin_0.67_250_1
atorvastatin_0.67_250_2	93723	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	atorvastatin	CHEBI	39548	XUKUURHRXDUEBC-KAYWLYCHSA-N	CHEMBL1487	NA	NA	FALSE	control_0.67	250	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	atorvastatin_0.67_250_2
atorvastatin_0.67_250_3	93757	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	atorvastatin	CHEBI	39548	XUKUURHRXDUEBC-KAYWLYCHSA-N	CHEMBL1487	NA	NA	FALSE	control_0.67	250	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	atorvastatin_0.67_250_3
atorvastatin_1_250_1	93529	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	atorvastatin	CHEBI	39548	XUKUURHRXDUEBC-KAYWLYCHSA-N	CHEMBL1487	NA	NA	FALSE	control_1	250	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	atorvastatin_1_250_1
atorvastatin_1_250_2	93699	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	atorvastatin	CHEBI	39548	XUKUURHRXDUEBC-KAYWLYCHSA-N	CHEMBL1487	NA	NA	FALSE	control_1	250	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	atorvastatin_1_250_2
atorvastatin_1_250_3	93754	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	atorvastatin	CHEBI	39548	XUKUURHRXDUEBC-KAYWLYCHSA-N	CHEMBL1487	NA	NA	FALSE	control_1	250	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	atorvastatin_1_250_3
azathioprine_0.67_0.5_1	93120	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	azathioprine	CHEBI	2948	LMEKQMALGUDUQG-UHFFFAOYSA-N	CHEMBL1542	NA	NA	FALSE	control_0.67	0.5	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	azathioprine_0.67_0.5_1
azathioprine_0.67_0.5_2	93132	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	azathioprine	CHEBI	2948	LMEKQMALGUDUQG-UHFFFAOYSA-N	CHEMBL1542	NA	NA	FALSE	control_0.67	0.5	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	azathioprine_0.67_0.5_2
azathioprine_0.67_0.5_3	93247	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	azathioprine	CHEBI	2948	LMEKQMALGUDUQG-UHFFFAOYSA-N	CHEMBL1542	NA	NA	FALSE	control_0.67	0.5	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	azathioprine_0.67_0.5_3
azathioprine_1_0.5_1	93090	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	azathioprine	CHEBI	2948	LMEKQMALGUDUQG-UHFFFAOYSA-N	CHEMBL1542	NA	NA	FALSE	control_1	0.5	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	azathioprine_1_0.5_1
